Experience,Income,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard
17.0,40,2,2.5,1,0,0,1,1,1
7.0,128,1,6.0,1,0,0,0,0,0
3.0,39,4,2.1,3,0,0,0,1,0
5.0,51,1,1.0,1,0,0,0,1,0
20.0,79,4,2.0,3,0,1,1,1,1
7.0,48,4,2.2,2,0,0,0,1,0
26.0,85,1,0.0,1,144,0,0,0,0
18.0,41,1,1.8,1,94,0,0,1,0
22.0,152,1,3.5,3,0,0,0,1,0
31.0,11,2,0.2,3,90,0,0,0,0
4.0,103,2,2.5,1,0,0,0,1,1
30.0,141,2,0.5,1,0,0,0,1,0
32.0,38,1,1.4,1,0,0,0,1,1
5.0,135,2,0.6,1,0,0,0,0,0
38.0,28,2,0.5,2,89,0,0,1,0
3.0,70,4,2.2,1,240,0,0,0,1
31.0,41,1,0.2,1,0,0,0,1,1
8.0,81,3,0.9,2,208,0,0,1,0
3.0,170,1,0.1,3,0,0,0,0,0
2.0,55,4,1.7,2,0,0,0,1,0
11.0,24,4,1.5,3,0,0,0,0,0
28.0,81,3,1.8,2,275,0,0,0,0
23.0,32,4,1.8,1,83,0,0,0,0
40.0,129,1,1.3,1,0,0,0,1,1
35.0,108,1,0.9,1,0,1,0,0,0
12.0,180,1,8.6,1,0,0,0,1,1
37.0,139,2,6.9,1,0,0,0,0,0
14.0,33,2,1.4,3,0,0,0,1,1
20.0,74,4,2.6,3,0,0,0,1,0
37.0,42,2,0.7,3,115,0,0,1,0
27.0,73,1,3.0,3,0,0,0,0,0
8.0,115,4,2.9,2,0,0,0,1,0
17.0,114,2,1.8,2,0,0,0,1,0
17.0,92,2,1.9,1,131,0,0,1,0
19.0,34,1,0.3,3,78,0,0,1,0
6.0,54,2,1.67,2,122,0,0,1,0
28.0,64,2,1.0,3,211,0,0,1,0
6.0,42,1,0.2,3,100,0,0,0,1
19.0,70,3,2.1,1,0,0,0,1,0
24.0,51,1,1.3,2,0,0,0,0,0
19.0,71,4,2.9,1,218,0,1,1,1
7.0,35,3,1.3,1,108,0,0,0,1
18.0,40,3,1.0,2,0,0,0,1,0
32.0,165,4,2.7,3,0,0,0,1,0
31.0,18,1,1.5,3,0,0,0,1,1
31.0,32,3,1.4,1,0,1,1,1,1
35.0,35,3,0.2,1,169,0,0,1,0
16.0,120,2,6.1,1,196,0,0,1,0
28.0,31,4,0.1,3,0,0,0,1,0
16.0,35,3,1.5,1,0,0,0,0,0
36.0,32,2,0.2,3,0,0,0,1,1
18.0,85,1,3.7,3,327,1,0,1,0
10.0,139,2,7.8,1,0,0,0,0,0
24.0,103,1,0.3,1,0,0,0,1,0
21.0,152,2,1.4,1,0,0,0,1,0
27.0,33,2,2.0,2,0,0,0,1,0
9.0,84,4,2.2,2,322,0,0,0,0
33.0,61,4,1.7,1,0,0,0,0,0
38.0,64,4,2.2,1,123,1,1,1,1
25.0,34,1,1.3,2,0,0,0,1,0
22.0,122,1,5.1,3,163,1,0,0,0
4.0,58,3,1.5,1,131,0,0,0,0
9.0,92,1,2.8,1,0,0,0,1,0
23.0,78,2,2.4,2,205,0,0,0,1
29.0,129,4,4.2,3,0,0,0,0,0
25.0,13,2,0.7,3,0,0,0,0,0
11.0,81,1,2.8,3,145,0,0,0,0
8.0,23,1,0.67,3,0,0,0,0,0
26.0,35,3,0.9,3,0,0,0,0,0
39.0,79,4,1.7,2,0,0,0,1,1
14.0,165,2,3.3,1,0,0,0,1,0
38.0,52,2,2.8,1,0,0,0,1,0
41.0,185,3,2.0,2,0,0,0,0,0
20.0,49,3,2.2,2,0,0,0,0,0
30.0,64,1,1.8,3,227,0,0,0,1
24.0,61,4,2.0,3,0,1,0,1,0
26.0,112,1,2.4,1,0,1,1,1,1
39.0,72,3,2.0,3,190,1,0,1,0
41.0,18,3,0.5,1,0,0,0,0,0
29.0,41,4,2.5,2,0,0,0,0,0
41.0,105,1,3.0,2,282,1,1,1,0
27.0,23,1,0.2,1,0,0,0,1,0
10.0,22,1,0.5,3,85,0,0,0,0
23.0,59,3,2.1,1,0,0,0,0,0
2.0,33,1,2.0,2,160,0,0,0,0
23.0,11,1,0.9,3,103,0,0,0,1
21.0,204,2,2.8,1,0,0,0,1,0
27.0,61,4,1.8,3,207,0,0,0,0
31.0,103,3,1.8,2,364,0,0,0,0
36.0,51,3,1.5,1,0,0,0,0,1
9.0,164,1,6.0,3,0,0,0,1,0
34.0,12,1,0.1,2,0,0,0,0,1
16.0,82,1,3.6,2,0,0,0,0,0
17.0,164,1,2.4,1,449,0,0,1,0
8.0,48,2,1.67,2,0,0,0,1,0
22.0,65,2,1.5,2,0,0,0,1,0
20.0,71,4,1.9,1,207,0,0,1,0
30.0,18,1,0.3,1,0,1,1,1,0
34.0,52,2,1.6,3,75,0,0,1,0
18.0,48,3,2.5,2,113,0,0,1,1
2.0,30,1,1.0,3,111,0,0,0,0
15.0,40,2,2.2,3,107,0,0,1,0
7.0,112,1,3.8,1,81,0,0,1,0
4.0,115,1,1.9,1,0,0,0,0,0
27.0,63,2,1.0,3,82,0,0,1,0
17.0,85,1,3.7,3,0,0,0,1,0
38.0,59,1,2.5,3,220,0,0,0,0
20.0,68,1,0.8,3,91,0,0,0,0
11.0,84,2,1.8,1,0,0,0,1,1
19.0,62,3,0.8,3,0,0,0,0,1
9.0,109,3,4.0,1,0,0,0,0,0
17.0,141,2,7.6,1,92,0,0,0,0
32.0,129,1,7.4,1,0,0,0,0,0
36.0,30,3,0.7,2,0,0,0,1,0
34.0,148,1,4.7,1,0,0,0,1,0
20.0,25,3,0.67,2,0,0,0,1,1
10.0,21,3,1.3,1,115,0,0,0,0
4.0,72,4,2.2,1,0,0,0,1,0
17.0,59,3,0.9,3,87,0,0,1,1
37.0,83,3,1.8,2,187,1,0,0,0
16.0,10,2,0.3,2,0,0,0,1,0
9.0,84,3,0.6,2,0,0,0,1,0
23.0,98,3,2.0,2,0,0,0,0,0
23.0,32,1,1.0,1,0,1,1,1,1
5.0,31,4,0.4,2,161,0,0,1,1
34.0,94,3,0.5,1,0,0,0,0,1
31.0,21,2,0.2,3,137,0,1,1,1
35.0,110,3,4.4,1,0,1,0,1,0
32.0,38,1,2.2,3,0,0,0,0,0
24.0,39,1,1.4,3,0,0,0,1,0
21.0,132,3,1.2,2,0,0,1,1,1
24.0,61,4,2.6,1,0,0,0,1,0
38.0,92,1,2.0,1,0,0,0,1,0
15.0,119,2,6.1,1,0,0,0,0,0
33.0,53,4,2.1,1,0,0,0,1,0
37.0,18,3,1.3,2,0,0,0,1,0
20.0,114,2,4.4,2,0,0,0,0,0
28.0,90,1,3.0,3,0,0,0,0,1
18.0,140,1,7.0,1,205,0,0,1,0
3.0,90,2,3.3,1,0,0,0,1,1
1.0,85,1,1.9,1,0,0,0,1,0
24.0,80,1,1.2,1,0,0,0,1,0
42.0,53,2,1.1,1,0,0,0,1,1
7.0,49,4,2.2,2,0,0,0,1,0
35.0,152,3,3.3,3,0,0,0,1,0
37.0,138,2,2.8,2,0,0,0,1,0
10.0,80,4,2.2,2,0,0,0,1,0
23.0,82,2,2.4,2,0,0,0,0,0
27.0,195,1,8.1,1,0,0,0,0,0
37.0,22,1,1.2,3,0,0,0,1,0
6.0,81,1,2.5,1,0,0,0,1,0
37.0,40,4,2.2,1,0,1,1,1,1
20.0,154,2,2.8,1,0,1,0,1,0
4.0,49,3,1.1,2,0,0,0,0,1
37.0,85,4,3.4,2,0,0,0,1,0
32.0,21,3,0.1,2,0,1,1,1,0
17.0,14,1,1.0,1,0,0,0,0,0
34.0,60,4,1.6,2,0,0,0,0,1
5.0,138,2,4.33,1,0,0,0,1,0
28.0,98,1,1.3,3,355,0,0,1,0
39.0,22,4,0.6,2,0,0,0,0,0
23.0,49,1,1.2,2,0,0,0,1,1
14.0,102,2,1.9,1,0,0,1,1,1
30.0,45,4,0.7,2,0,0,0,0,1
31.0,82,4,1.3,3,0,0,0,1,0
28.0,81,3,1.8,2,0,1,0,0,0
39.0,35,1,1.5,2,0,1,0,0,0
28.0,59,2,1.9,2,0,0,0,1,0
3.0,52,3,1.1,2,0,0,0,1,0
24.0,84,3,0.7,1,166,0,0,1,0
6.0,85,1,2.7,2,100,0,0,1,0
28.0,65,1,0.2,1,0,0,0,0,1
13.0,89,2,1.7,2,314,0,0,0,1
21.0,109,4,1.8,1,0,0,0,0,0
12.0,81,1,2.8,1,0,0,0,0,0
39.0,38,1,1.1,3,108,0,0,0,0
19.0,72,2,1.7,1,0,0,0,1,0
6.0,78,4,2.0,2,119,1,0,1,0
2.0,172,2,6.9,2,0,0,0,1,0
18.0,71,3,2.33,1,106,1,0,1,0
28.0,165,1,4.1,3,0,0,1,1,1
16.0,120,2,3.9,1,0,0,0,1,1
29.0,39,1,0.2,1,0,0,0,0,1
39.0,23,3,0.7,2,0,0,0,0,1
26.0,135,2,4.6,3,91,0,0,1,0
31.0,12,2,0.2,1,76,0,0,1,1
36.0,92,2,0.7,2,0,0,0,1,0
28.0,192,2,6.4,3,0,0,0,0,0
7.0,42,4,0.8,1,0,0,0,1,1
32.0,158,3,3.7,3,0,0,0,1,0
30.0,194,3,6.0,3,587,1,1,1,1
20.0,160,2,7.6,1,0,1,0,0,0
22.0,98,2,6.3,1,0,0,0,0,0
22.0,164,2,7.6,1,0,0,1,1,1
21.0,42,2,2.5,1,0,1,0,1,0
15.0,202,3,10.0,3,0,0,0,0,0
34.0,10,4,0.7,1,0,0,0,0,0
3.0,31,4,0.3,2,0,0,0,1,0
30.0,58,4,0.9,1,0,0,0,1,1
29.0,65,4,2.8,2,0,0,0,1,0
16.0,98,1,4.0,3,0,0,0,0,1
29.0,44,2,2.3,3,0,0,0,1,0
32.0,15,2,0.2,3,0,0,0,0,1
6.0,82,2,2.5,1,0,0,0,0,0
17.0,61,3,0.5,3,0,0,0,1,0
2.0,38,1,2.0,2,0,0,0,0,0
3.0,39,4,2.1,3,0,0,0,1,0
7.0,173,1,6.0,1,0,0,0,1,0
23.0,8,4,0.2,1,0,0,0,1,0
12.0,51,3,2.0,1,214,0,0,1,0
27.0,62,4,1.8,3,82,0,0,0,0
28.0,34,4,0.7,2,0,0,0,1,0
29.0,132,3,5.9,2,307,0,0,0,0
27.0,44,4,1.5,3,0,0,0,0,0
27.0,162,1,8.1,1,0,0,0,1,0
39.0,64,3,2.2,1,0,0,0,1,0
29.0,111,1,0.1,3,0,0,0,0,1
6.0,41,2,2.0,3,0,0,0,0,0
33.0,52,4,1.67,3,0,0,0,0,0
10.0,65,4,2.2,2,0,0,0,0,0
25.0,130,1,1.1,2,0,0,0,1,0
8.0,45,2,0.1,1,0,0,0,0,1
38.0,35,1,1.9,2,118,0,0,0,0
23.0,65,3,0.7,2,263,0,0,1,1
15.0,38,2,0.7,1,91,0,0,1,0
27.0,42,4,1.1,2,0,0,0,1,1
30.0,45,4,1.5,3,0,0,0,0,0
25.0,145,1,0.3,1,0,0,0,1,0
13.0,33,4,1.5,3,0,0,0,0,0
35.0,60,3,1.4,3,0,0,0,0,0
9.0,45,1,2.0,1,0,0,0,1,1
15.0,72,4,2.4,1,0,1,0,1,0
11.0,34,3,0.2,2,0,0,0,0,0
21.0,23,3,0.67,2,0,0,0,1,0
37.0,45,2,1.0,3,88,0,0,1,1
9.0,28,4,1.0,1,75,0,0,1,0
30.0,81,4,3.8,2,0,0,0,1,0
5.0,72,3,0.7,2,81,0,0,0,0
31.0,49,4,1.67,3,0,0,0,1,0
10.0,31,4,1.2,2,0,0,0,0,0
35.0,63,3,2.2,3,0,0,0,0,0
12.0,150,4,5.4,1,0,1,1,1,0
33.0,142,2,3.9,1,193,0,0,1,1
17.0,74,3,3.0,1,0,0,0,0,1
4.0,24,1,0.4,2,81,0,0,1,0
20.0,29,4,1.9,3,0,0,0,0,0
15.0,79,4,2.4,1,0,0,0,0,0
3.0,94,2,0.2,1,310,0,0,0,1
33.0,121,1,4.3,1,0,1,0,0,0
10.0,54,3,2.0,1,0,0,0,0,0
39.0,73,3,2.4,1,0,0,0,1,0
23.0,71,1,0.8,3,127,0,0,1,0
17.0,29,3,1.0,2,0,0,0,1,1
27.0,93,1,2.7,1,0,0,0,1,0
14.0,73,1,1.5,3,252,0,0,1,0
32.0,19,4,0.9,2,0,0,0,1,0
8.0,58,2,0.1,1,0,1,1,1,1
20.0,39,1,0.2,1,0,0,0,0,0
16.0,23,2,1.4,2,0,1,0,1,0
7.0,29,1,0.6,3,127,0,0,0,1
2.0,155,1,0.8,1,0,0,0,0,0
28.0,90,1,2.6,2,0,1,0,1,0
33.0,113,2,2.0,1,77,0,0,1,0
38.0,42,1,1.8,3,0,0,0,0,0
25.0,30,4,0.2,1,0,0,1,1,1
19.0,19,3,0.5,2,0,0,0,1,0
37.0,124,3,5.0,2,170,0,0,0,0
31.0,30,2,0.7,2,145,0,0,0,0
30.0,28,1,1.5,3,124,1,0,1,0
23.0,15,2,1.0,2,101,0,0,0,0
30.0,70,1,1.6,3,265,0,0,0,0
2.0,10,1,0.1,2,0,0,0,1,0
34.0,22,3,0.3,3,139,0,0,1,1
20.0,70,4,1.9,1,0,0,0,1,0
35.0,61,1,1.6,1,0,0,0,0,0
15.0,161,2,3.3,1,0,1,0,0,1
30.0,29,2,0.8,1,0,0,0,0,1
19.0,35,3,0.5,1,0,0,0,1,0
28.0,48,4,2.8,2,0,0,0,1,0
7.0,44,4,0.8,1,0,0,0,1,0
0.0,88,3,0.8,1,134,0,0,0,0
4.0,40,4,2.1,3,0,0,0,1,1
36.0,21,4,0.4,2,123,0,0,0,0
14.0,58,2,2.8,1,0,0,0,1,0
11.0,59,4,0.1,2,0,0,0,0,0
3.0,74,4,4.0,3,0,0,0,0,0
37.0,84,4,1.9,2,0,0,0,1,0
31.0,58,1,0.2,1,177,0,0,1,0
19.0,154,2,8.8,1,0,0,0,1,0
25.0,185,1,1.7,1,0,0,0,0,0
26.0,78,1,1.2,1,305,0,0,1,0
13.0,55,2,1.1,2,0,0,0,1,0
5.0,30,4,0.3,2,0,0,0,1,0
29.0,74,3,2.0,2,0,0,0,0,0
16.0,118,2,3.3,1,0,0,0,1,0
33.0,182,2,3.3,3,372,0,0,0,0
29.0,29,4,1.5,3,79,0,0,1,0
6.0,120,4,5.4,1,301,0,1,1,1
12.0,53,2,2.4,2,0,0,0,1,0
32.0,43,3,1.4,1,0,0,0,0,1
4.0,59,4,2.2,1,232,0,0,1,1
17.0,84,4,2.6,3,289,1,1,1,1
24.0,161,3,3.4,1,212,0,0,1,0
37.0,21,4,0.4,2,137,0,0,1,1
32.0,63,4,0.7,1,0,0,0,1,0
3.0,172,3,3.4,2,0,0,0,0,1
4.0,51,4,0.2,1,172,0,0,0,1
33.0,24,4,0.7,1,0,0,0,1,0
33.0,95,2,1.6,1,0,0,0,0,0
18.0,59,1,2.4,1,250,0,0,1,0
2.0,51,4,1.8,2,0,1,0,0,0
22.0,28,1,1.0,1,84,0,0,1,1
3.0,154,2,2.0,1,130,0,0,0,0
40.0,15,2,0.3,3,115,0,0,1,1
36.0,55,4,1.67,3,0,0,0,0,1
36.0,79,1,1.8,3,0,0,0,0,1
21.0,68,4,2.6,3,0,0,0,0,0
10.0,78,1,2.6,2,0,0,0,1,0
32.0,34,2,2.0,2,0,1,0,0,0
41.0,195,3,0.4,1,0,1,1,0,1
28.0,184,1,8.1,1,303,0,0,1,0
20.0,85,2,3.2,1,0,0,0,1,0
20.0,200,2,8.8,1,0,0,0,1,1
16.0,64,3,0.5,3,0,0,0,0,0
27.0,88,1,2.6,2,0,1,0,0,1
1.0,42,3,2.4,2,0,0,0,0,0
5.0,91,3,1.6,1,126,0,0,1,1
6.0,38,1,0.3,1,0,1,1,1,0
30.0,28,1,1.5,2,0,0,0,0,0
30.0,32,4,0.1,3,0,1,0,0,0
18.0,31,1,0.3,3,0,0,0,0,1
9.0,22,4,0.4,2,103,0,0,1,0
40.0,95,3,3.7,2,138,0,0,0,1
10.0,74,4,1.3,1,0,0,0,1,0
30.0,22,1,1.5,2,91,0,0,0,1
4.0,43,3,0.1,2,0,0,0,1,0
3.0,43,1,1.0,3,0,0,0,1,0
27.0,112,3,1.8,2,0,1,1,1,1
23.0,9,2,1.0,2,0,0,0,1,0
33.0,81,2,0.0,3,0,0,0,1,0
20.0,131,1,5.7,1,256,0,0,0,1
32.0,19,1,1.5,3,0,1,0,0,0
13.0,62,3,0.7,2,0,1,0,1,0
37.0,19,4,0.4,2,124,1,0,0,0
32.0,8,2,0.3,1,0,0,0,1,1
36.0,193,1,4.7,3,203,0,0,1,0
13.0,129,4,4.4,1,140,0,0,0,0
29.0,30,4,0.7,2,0,0,0,0,1
4.0,80,4,1.8,2,0,0,0,0,0
15.0,22,4,1.5,3,0,0,0,0,1
32.0,33,1,1.5,2,0,0,0,1,0
11.0,64,4,2.1,3,0,0,0,0,0
29.0,60,3,2.2,3,84,0,0,1,0
4.0,81,1,2.9,3,259,0,0,1,1
16.0,45,3,0.6,2,204,0,0,1,0
6.0,112,4,1.8,2,0,0,0,1,0
34.0,83,2,3.4,3,0,0,0,1,0
20.0,180,2,7.6,1,524,0,0,0,1
26.0,28,4,0.2,2,0,1,0,1,0
12.0,169,2,5.2,3,249,0,0,1,0
35.0,14,4,0.7,1,0,0,0,1,0
11.0,43,1,2.0,1,0,0,0,1,0
32.0,88,2,0.3,1,0,0,0,1,0
29.0,78,4,2.6,3,0,0,0,0,1
24.0,68,1,0.2,2,163,0,0,0,0
22.0,144,2,3.3,1,0,0,0,1,1
9.0,30,4,1.0,1,163,0,0,1,0
21.0,120,1,0.0,1,135,0,0,0,0
14.0,24,2,0.3,2,0,0,0,0,0
1.0,78,4,2.3,3,157,1,0,1,0
36.0,135,2,5.2,2,0,0,0,1,0
32.0,44,2,1.6,3,0,0,0,0,0
30.0,73,4,3.8,2,0,0,0,1,0
31.0,90,1,2.7,2,0,0,0,1,1
15.0,58,3,0.5,3,0,0,0,1,0
32.0,75,2,3.7,1,236,0,0,1,0
19.0,174,3,1.7,3,231,0,1,1,1
16.0,50,2,1.7,1,174,0,0,0,0
18.0,85,1,4.0,3,287,0,0,1,0
38.0,54,3,2.2,1,0,0,0,1,0
38.0,83,2,3.4,1,0,0,0,0,0
30.0,24,4,0.2,1,0,1,0,0,0
30.0,45,4,1.1,2,205,0,0,1,0
26.0,68,1,0.8,3,0,0,0,1,1
26.0,48,4,0.1,3,0,0,0,0,1
13.0,114,1,1.0,3,0,0,0,1,1
12.0,142,3,2.3,2,0,0,1,1,1
33.0,52,3,0.5,2,0,0,0,0,1
22.0,142,2,3.3,1,0,0,0,0,0
25.0,15,1,0.4,3,0,0,0,0,0
22.0,118,1,4.7,1,159,0,0,0,1
27.0,101,4,4.9,1,0,0,0,1,0
36.0,84,2,2.8,1,0,0,0,1,0
39.0,32,1,1.9,2,100,0,0,0,0
16.0,64,3,0.5,3,247,0,0,0,0
10.0,81,4,3.4,1,0,0,0,1,0
14.0,28,4,1.5,3,0,0,0,0,1
9.0,93,1,0.0,1,0,0,0,1,0
15.0,185,1,3.6,2,0,0,0,0,0
8.0,42,1,1.8,2,0,0,0,0,0
3.0,45,2,1.6,3,0,0,0,1,1
6.0,49,2,1.67,2,214,0,0,0,0
20.0,69,3,2.1,1,0,0,0,0,0
27.0,94,1,2.8,2,333,0,0,1,0
35.0,18,1,1.5,2,0,0,0,1,1
35.0,8,4,0.7,1,91,1,0,0,0
32.0,55,4,2.1,1,108,0,0,1,0
20.0,85,2,0.4,3,0,0,0,0,0
1.0,62,4,0.0,1,229,0,0,1,0
23.0,65,4,2.0,3,0,0,0,1,0
12.0,138,2,0.0,1,0,1,0,1,0
38.0,103,1,2.5,1,0,0,0,1,0
19.0,99,3,3.5,3,357,0,0,0,0
24.0,152,1,7.3,1,0,0,0,1,0
3.0,25,2,0.9,3,140,0,0,1,0
3.0,98,2,2.5,1,361,1,1,1,1
27.0,39,2,0.7,2,166,0,0,1,0
25.0,40,1,1.3,2,0,0,0,1,1
13.0,58,3,2.1,1,169,0,0,1,0
26.0,192,2,1.8,3,301,0,1,1,1
34.0,62,1,0.8,2,0,0,0,0,0
5.0,69,1,0.8,2,0,1,0,1,0
5.0,40,4,1.3,3,170,0,0,0,0
15.0,61,2,0.6,3,127,0,0,0,0
3.0,30,4,0.3,2,157,0,0,0,0
29.0,29,1,1.5,2,97,0,0,1,0
8.0,41,2,1.0,2,0,0,0,1,1
3.0,118,1,3.3,2,0,0,0,1,0
20.0,109,1,7.0,1,366,0,0,1,0
33.0,122,4,0.2,2,0,0,1,1,0
37.0,50,3,1.5,1,169,0,0,1,0
4.0,43,3,0.1,2,0,0,0,1,0
7.0,108,1,4.6,1,0,1,0,0,0
4.0,110,4,2.5,3,0,0,0,0,0
17.0,20,1,1.4,3,0,0,0,1,0
35.0,112,4,1.7,3,0,0,0,0,1
32.0,25,1,0.1,2,136,0,0,1,0
12.0,42,3,0.7,2,0,0,0,1,1
34.0,29,2,0.3,1,0,0,0,1,0
23.0,84,3,2.1,1,134,1,0,1,0
17.0,81,4,2.6,3,0,1,0,1,0
28.0,55,4,0.9,1,119,0,0,1,1
11.0,40,1,2.4,2,0,1,0,1,0
30.0,145,4,5.7,2,0,0,1,1,1
16.0,175,2,1.1,3,0,0,0,1,0
6.0,78,4,1.8,3,163,0,0,0,0
32.0,51,4,1.5,1,0,0,0,0,0
34.0,50,4,1.67,3,0,0,0,1,0
27.0,21,3,0.4,1,0,0,0,1,0
24.0,79,1,0.2,2,83,0,0,1,1
18.0,84,1,4.0,3,0,0,0,0,0
26.0,34,4,0.4,2,0,0,0,0,0
31.0,73,4,1.6,2,0,0,0,0,0
37.0,90,3,0.5,1,0,0,0,1,0
10.0,23,4,0.2,3,0,0,0,1,0
27.0,145,2,6.1,3,294,0,1,1,1
7.0,54,4,0.2,1,141,1,0,0,0
17.0,49,3,2.2,2,103,0,0,1,1
32.0,51,1,2.8,2,0,0,0,1,0
38.0,8,4,0.6,2,0,0,0,1,0
6.0,62,1,1.0,1,0,1,0,1,0
6.0,25,1,0.67,3,0,0,0,1,0
0.0,63,2,1.75,3,0,0,0,1,0
34.0,24,2,0.2,3,86,0,0,1,0
2.0,11,1,0.1,2,0,0,0,1,1
34.0,23,1,0.1,1,0,0,0,0,1
22.0,33,1,1.4,3,0,0,0,1,0
21.0,83,1,3.8,1,97,0,0,0,0
30.0,39,3,1.4,1,131,0,0,0,1
17.0,138,3,6.9,2,0,0,0,1,0
1.0,113,3,2.5,1,0,0,0,0,1
5.0,125,4,0.5,3,0,0,1,1,0
24.0,195,1,1.7,1,0,0,0,0,0
9.0,105,3,1.2,3,0,1,0,0,0
18.0,75,2,3.5,1,0,0,0,1,0
9.0,40,2,1.0,2,0,0,0,1,0
14.0,61,3,0.5,3,137,0,0,1,0
24.0,75,2,4.5,3,0,0,0,0,0
8.0,122,1,0.0,1,0,0,0,1,1
14.0,75,3,3.0,1,0,0,0,0,1
15.0,59,4,0.2,3,0,0,0,0,0
13.0,24,3,1.0,2,0,0,0,1,0
3.0,175,3,3.3,3,329,0,0,1,0
27.0,39,2,0.8,1,182,0,0,0,1
30.0,145,2,6.8,1,0,1,0,0,0
22.0,24,4,0.4,2,142,0,0,1,0
28.0,20,3,0.1,2,0,0,0,0,0
5.0,85,1,2.6,2,0,0,0,1,0
3.0,65,3,2.6,3,0,1,0,0,0
35.0,191,4,5.6,3,0,0,0,0,0
26.0,11,2,0.0,1,0,1,0,0,0
37.0,40,2,1.0,3,167,0,0,0,0
13.0,54,3,0.7,2,196,0,0,0,0
35.0,95,1,3.8,1,0,0,0,1,1
29.0,94,4,1.0,2,0,0,0,1,0
5.0,79,4,2.2,2,0,0,0,0,0
17.0,48,3,0.3,3,0,0,0,1,1
1.0,70,4,2.6,1,0,1,0,1,0
3.0,40,3,0.1,2,111,0,0,1,0
24.0,44,4,1.8,1,0,0,0,1,1
25.0,43,1,1.4,3,137,0,0,1,0
18.0,29,1,0.3,3,0,0,0,1,0
24.0,188,3,1.3,1,184,0,0,0,1
20.0,114,1,0.0,1,0,0,0,1,1
6.0,52,3,0.7,2,0,0,0,1,0
16.0,13,1,0.2,1,0,0,0,1,0
17.0,95,3,0.5,3,0,0,0,0,0
3.0,84,1,2.9,3,0,0,0,1,0
14.0,49,1,1.8,1,0,0,0,0,0
25.0,181,1,1.7,1,0,0,0,1,1
10.0,182,1,0.3,2,229,0,1,1,1
13.0,70,2,2.7,1,0,0,0,0,0
21.0,79,3,1.1,1,185,0,0,1,1
29.0,61,4,2.8,2,0,0,0,1,1
41.0,121,2,2.1,1,0,0,0,1,0
33.0,34,3,0.2,1,83,0,0,1,0
28.0,183,1,1.0,1,442,0,0,0,0
28.0,51,1,1.6,3,0,1,0,0,1
2.0,70,3,0.3,3,0,0,0,0,1
8.0,39,1,1.7,1,0,0,0,1,1
24.0,84,3,2.0,2,0,0,0,0,0
18.0,122,1,7.0,1,0,0,0,1,1
18.0,145,1,1.7,1,132,0,0,1,1
17.0,98,2,0.4,1,0,0,0,1,1
16.0,79,1,1.0,3,233,0,0,1,0
8.0,38,2,2.0,3,0,0,0,1,1
6.0,49,3,0.7,2,196,0,0,0,1
7.0,38,1,1.0,1,0,0,0,1,0
20.0,91,4,2.6,3,0,0,0,0,0
12.0,29,4,0.2,1,0,0,0,0,1
13.0,172,2,6.5,1,0,0,0,0,0
8.0,104,2,3.7,1,0,0,0,0,1
9.0,58,1,2.5,1,0,0,0,1,1
5.0,171,2,1.9,2,0,0,0,0,0
4.0,73,3,3.3,1,0,0,1,1,1
32.0,191,1,2.9,1,0,0,0,0,0
27.0,90,2,4.5,3,0,0,0,1,0
9.0,55,3,2.3,1,0,1,1,1,1
4.0,28,1,2.0,2,0,0,0,0,0
14.0,42,1,2.5,3,0,0,0,1,0
33.0,9,1,0.1,2,91,1,0,1,0
21.0,65,1,1.5,2,0,1,0,1,0
26.0,134,4,4.5,3,0,1,1,1,0
6.0,83,4,3.4,1,0,1,0,1,0
28.0,38,3,1.0,2,0,0,0,1,0
6.0,13,4,0.3,1,0,0,0,1,1
7.0,143,3,2.9,3,0,0,0,1,0
20.0,75,4,1.9,1,0,0,0,0,0
7.0,120,1,3.2,3,0,0,0,1,0
24.0,91,1,2.8,2,0,0,0,0,0
6.0,99,2,1.5,3,0,0,0,0,1
7.0,71,1,0.1,1,78,1,0,0,0
13.0,111,1,0.8,2,0,0,0,0,0
15.0,108,1,5.2,1,0,0,0,0,0
32.0,158,1,7.4,1,0,0,0,0,0
31.0,81,3,2.67,1,0,0,0,1,0
23.0,12,2,0.1,3,0,1,1,1,0
37.0,21,2,0.4,1,0,0,0,1,0
30.0,55,4,0.9,1,215,0,0,1,1
35.0,42,1,1.8,3,0,0,0,1,0
16.0,81,2,0.4,1,0,0,0,0,1
25.0,13,4,0.2,1,87,0,0,0,0
23.0,132,1,0.6,1,157,0,0,0,0
16.0,99,1,1.0,3,0,0,0,1,0
26.0,23,4,0.2,1,0,0,0,0,1
1.0,40,1,2.0,2,0,1,0,1,0
11.0,181,3,1.4,1,0,0,0,0,0
14.0,112,2,2.2,1,394,0,0,0,0
9.0,138,2,7.8,1,227,0,0,1,0
17.0,94,3,3.8,2,327,1,1,1,0
19.0,113,1,1.7,1,0,0,0,0,0
5.0,112,4,5.0,2,0,0,0,0,1
12.0,190,2,3.0,1,475,0,0,1,0
37.0,38,1,1.1,3,0,0,0,1,0
16.0,32,1,1.4,3,158,0,0,1,0
10.0,104,3,0.6,2,0,0,0,0,1
40.0,43,1,1.9,2,0,0,0,1,0
24.0,45,3,1.7,2,0,1,0,1,0
10.0,42,4,1.2,2,0,0,0,1,1
4.0,58,1,0.8,2,0,0,0,1,1
3.0,103,4,3.4,1,0,0,0,1,0
