percent_paid,days,income,3-6_months,6-12_months,more_than_12_months,writing_score,paid_premiums,channel,area
0.9540000000000001,13882.0,3.0,0.0,0.0,0.0,99.78,4.0,0,1
0.354,14242.0,1.0,0.0,2.0,1.0,99.63,7.0,0,1
0.0,20455.0,3.0,0.0,0.0,0.0,99.59,14.0,0,1
0.419,21550.0,2.0,0.0,0.0,0.0,99.2,14.0,0,0
0.042,16437.0,5.0,0.0,0.0,0.0,99.62,11.0,3,1
0.182,24464.0,2.0,0.0,0.0,0.0,98.48,10.0,0,0
0.16,16433.0,3.0,3.0,0.0,0.0,98.99,18.0,1,1
0.11900000000000001,14612.0,2.0,0.0,0.0,0.0,98.4,13.0,0,0
0.45899999999999996,8765.0,2.0,0.0,0.0,0.0,99.7,5.0,0,0
0.693,17162.0,2.0,0.0,0.0,0.0,97.65,9.0,2,0
0.327,23008.0,1.0,0.0,0.0,0.0,99.51,13.0,1,0
0.7929999999999999,22636.0,3.0,5.0,0.0,0.0,99.17,20.0,0,1
0.336,24101.0,1.0,1.0,0.0,1.0,98.92,8.0,1,0
1.0,12050.0,2.0,0.0,0.0,0.0,99.29,11.0,1,1
0.024,23738.0,2.0,0.0,0.0,0.0,99.1,12.0,1,1
0.099,13884.0,2.0,0.0,0.0,0.0,98.69,14.0,2,1
0.065,14976.0,1.0,0.0,0.0,0.0,99.19,8.0,0,1
0.149,24464.0,1.0,0.0,0.0,0.0,98.45,8.0,0,0
0.02,23733.0,3.0,0.0,0.0,0.0,99.34,13.0,0,0
0.078,12056.0,2.0,0.0,0.0,0.0,99.53,21.0,0,1
0.021,13520.0,2.0,0.0,0.0,0.0,99.63,13.0,0,1
0.0,14614.0,3.0,0.0,0.0,0.0,99.05,7.0,0,0
0.9159999999999999,13514.0,2.0,0.0,0.0,0.0,98.51,18.0,1,0
1.0,20081.0,3.0,0.0,0.0,0.0,99.55,2.0,0,0
0.195,20814.0,2.0,1.0,0.0,0.0,98.81,17.0,0,0
0.11599999999999999,22279.0,4.0,0.0,0.0,0.0,99.85,11.0,0,1
0.131,13155.0,3.0,0.0,1.0,0.0,99.02,9.0,0,0
0.314,26651.0,2.0,0.0,0.0,0.0,99.37,8.0,0,0
0.254,33225.0,3.0,2.0,0.0,0.0,98.7,20.0,0,1
0.002,29212.0,1.0,0.0,0.0,0.0,99.44999999999999,11.0,0,0
0.601,17167.0,4.0,0.0,0.0,0.0,98.8,16.0,2,1
0.083,24462.0,1.0,1.0,0.0,0.0,99.09,10.0,0,1
0.359,22641.0,1.0,0.0,0.0,0.0,98.03,9.0,0,1
0.39299999999999996,19360.0,2.0,0.0,0.0,0.0,98.58,14.0,3,0
0.68,17526.0,3.0,0.0,0.0,0.0,98.37,15.0,0,0
0.031,15700.0,2.0,0.0,0.0,0.0,98.28,6.0,2,1
0.027000000000000003,24832.0,2.0,0.0,0.0,0.0,99.69,7.0,0,1
0.887,20818.0,5.0,0.0,0.0,0.0,96.58,12.0,0,1
0.305,12783.0,2.0,0.0,0.0,0.0,97.52,9.0,0,1
0.122,10593.0,2.0,0.0,0.0,0.0,98.95,6.0,0,0
0.406,11320.0,1.0,0.0,0.0,0.0,99.67,10.0,0,0
0.049,26286.0,1.0,0.0,0.0,0.0,99.11,18.0,0,1
0.484,20084.0,2.0,0.0,0.0,0.0,98.77,18.0,2,1
0.0,15340.0,3.0,0.0,0.0,0.0,99.3,8.0,0,0
0.619,10225.0,2.0,0.0,0.0,0.0,96.04,14.0,0,0
0.07200000000000001,20089.0,3.0,0.0,0.0,0.0,99.52,8.0,0,1
0.17600000000000002,14249.0,3.0,0.0,0.0,0.0,99.27,6.0,1,1
0.08199999999999999,18991.0,3.0,0.0,0.0,0.0,99.21,10.0,3,1
0.0,18626.0,3.0,0.0,0.0,0.0,99.75,9.0,1,1
0.544,20082.0,2.0,0.0,0.0,0.0,99.19,14.0,0,1
0.32299999999999995,12424.0,2.0,2.0,0.0,1.0,98.79,15.0,0,0
1.0,12419.0,1.0,0.0,0.0,0.0,98.82499999999999,2.0,2,0
0.43700000000000006,11685.0,1.0,0.0,0.0,0.0,98.59,9.0,1,0
0.342,10959.0,2.0,0.0,0.0,0.0,98.88,18.0,0,0
1.0,14613.0,2.0,1.0,2.0,0.0,99.46,5.0,2,0
0.0,20085.0,3.0,0.0,0.0,0.0,99.36,8.0,1,1
0.05,13520.0,3.0,0.0,0.0,0.0,98.72,9.0,0,0
0.455,16437.0,3.0,1.0,0.0,0.0,99.16,12.0,2,0
0.0,16432.0,4.0,0.0,0.0,0.0,98.2,13.0,1,1
0.063,12780.0,3.0,0.0,0.0,0.0,98.93,12.0,1,0
0.8590000000000001,14611.0,2.0,0.0,0.0,0.0,99.43,8.0,1,1
0.17800000000000002,20080.0,5.0,0.0,0.0,0.0,99.21,15.0,3,1
0.084,20081.0,4.0,0.0,0.0,0.0,99.17,13.0,1,0
0.415,17525.0,2.0,0.0,0.0,0.0,99.09,12.0,1,1
0.115,20080.0,3.0,0.0,0.0,0.0,99.03,5.0,0,1
0.11900000000000001,17167.0,1.0,0.0,0.0,0.0,99.18,8.0,0,1
0.09300000000000001,25925.0,2.0,0.0,0.0,0.0,99.86,4.0,0,1
0.122,14615.0,5.0,0.0,0.0,0.0,99.42,12.0,0,1
0.017,16801.0,2.0,0.0,0.0,0.0,98.67,14.0,1,1
0.354,22275.0,6.0,0.0,0.0,0.0,99.36,9.0,2,0
0.434,11330.0,2.0,0.0,0.0,0.0,99.59,6.0,0,1
0.693,17168.0,2.0,0.0,0.0,0.0,95.86,18.0,2,1
0.031,24097.0,3.0,0.0,0.0,0.0,99.34,12.0,1,1
0.17600000000000002,19357.0,2.0,1.0,0.0,0.0,98.39,18.0,3,1
0.125,20087.0,2.0,1.0,0.0,0.0,99.18,24.0,0,1
0.22899999999999998,14977.0,3.0,0.0,0.0,0.0,98.85,9.0,0,1
0.1,12780.0,2.0,0.0,0.0,0.0,99.35,7.0,0,1
0.046,24828.0,4.0,0.0,0.0,0.0,99.64,6.0,0,0
0.005,28118.0,1.0,0.0,0.0,0.0,99.89,10.0,0,1
0.107,15706.0,2.0,0.0,0.0,0.0,98.8,20.0,0,0
0.011000000000000001,32495.0,2.0,0.0,0.0,0.0,98.47,12.0,0,0
0.903,18991.0,5.0,0.0,0.0,0.0,98.73,8.0,3,1
0.013999999999999999,29209.0,2.0,0.0,0.0,0.0,99.69,13.0,0,1
0.005,17895.0,2.0,0.0,0.0,0.0,98.63,19.0,0,1
0.055,16795.0,5.0,0.0,0.0,0.0,98.46,12.0,1,1
0.37200000000000005,20087.0,2.0,0.0,0.0,0.0,99.02,19.0,1,1
0.136,12786.0,2.0,0.0,0.0,0.0,98.86,9.0,0,1
0.003,28110.0,3.0,1.0,0.0,0.0,99.34,8.0,0,1
0.131,24462.0,2.0,0.0,0.0,0.0,98.79,11.0,0,1
0.14300000000000002,17895.0,4.0,0.0,0.0,0.0,99.71,16.0,2,0
0.0,25196.0,1.0,0.0,0.0,0.0,99.71,7.0,0,0
0.039,11685.0,2.0,0.0,0.0,0.0,99.88,9.0,1,0
0.447,23009.0,2.0,0.0,0.0,0.0,98.41,16.0,0,1
0.17800000000000002,21907.0,2.0,0.0,0.0,0.0,98.23,13.0,2,1
0.376,21907.0,2.0,0.0,0.0,0.0,98.73,12.0,0,1
0.004,29213.0,2.0,0.0,0.0,0.0,99.51,14.0,0,1
0.6459999999999999,13148.0,1.0,2.0,0.0,0.0,99.77,4.0,1,0
0.10099999999999999,21175.0,2.0,0.0,0.0,0.0,98.75,18.0,3,0
0.374,17166.0,2.0,1.0,0.0,0.0,99.56,7.0,4,0
0.07200000000000001,15335.0,3.0,0.0,0.0,0.0,99.07,10.0,1,1
0.013000000000000001,16440.0,2.0,0.0,0.0,0.0,99.59,12.0,1,1
0.526,16432.0,3.0,0.0,0.0,0.0,99.07,10.0,3,1
0.002,20448.0,1.0,0.0,0.0,0.0,99.03,14.0,0,1
0.09699999999999999,23008.0,5.0,0.0,0.0,0.0,99.49,15.0,0,0
0.085,23369.0,3.0,0.0,0.0,0.0,99.34,13.0,0,1
0.0,18993.0,2.0,0.0,0.0,0.0,98.48,16.0,2,1
1.0,15705.0,1.0,0.0,1.0,0.0,99.41,2.0,0,0
0.912,17169.0,1.0,0.0,0.0,0.0,98.95,11.0,0,0
1.0,24830.0,3.0,0.0,0.0,0.0,99.74,6.0,0,1
1.0,21914.0,2.0,0.0,0.0,0.0,98.79,4.0,1,1
0.6579999999999999,22641.0,4.0,0.0,0.0,0.0,98.95,15.0,0,1
1.0,10960.0,1.0,0.0,0.0,0.0,99.86,4.0,0,1
0.65,14974.0,6.0,0.0,0.0,0.0,99.12,11.0,0,0
0.705,12425.0,2.0,0.0,0.0,0.0,98.87,10.0,0,1
0.006,18630.0,4.0,0.0,0.0,0.0,99.53,8.0,2,1
0.07200000000000001,24100.0,1.0,0.0,0.0,0.0,99.75,4.0,0,1
0.0,18629.0,2.0,0.0,0.0,0.0,99.77,6.0,0,1
0.053,18621.0,6.0,0.0,0.0,0.0,99.38,22.0,3,0
1.0,21175.0,2.0,0.0,3.0,0.0,99.7,5.0,3,1
0.051,28116.0,3.0,1.0,1.0,0.0,99.35,20.0,0,0
0.344,15335.0,2.0,0.0,0.0,0.0,99.46,6.0,3,1
0.494,8765.0,1.0,0.0,0.0,0.0,99.89,4.0,0,0
0.055,22645.0,6.0,0.0,0.0,0.0,99.79,16.0,0,1
0.0,17895.0,3.0,2.0,0.0,0.0,98.41,13.0,3,1
0.078,14240.0,1.0,0.0,0.0,0.0,99.02,8.0,0,1
0.043,17894.0,4.0,0.0,0.0,0.0,99.62,7.0,2,1
0.012,27381.0,2.0,0.0,0.0,0.0,99.89,9.0,0,1
0.102,9132.0,2.0,1.0,0.0,0.0,99.89,5.0,0,1
0.006,9861.0,1.0,1.0,0.0,0.0,99.81,11.0,0,0
0.289,22637.0,4.0,0.0,0.0,0.0,99.4,12.0,0,0
0.978,16067.0,2.0,3.0,0.0,0.0,98.82,26.0,3,1
0.008,17532.0,5.0,1.0,0.0,0.0,99.29,12.0,0,1
0.312,13880.0,2.0,0.0,0.0,0.0,98.69,7.0,3,1
0.035,25558.0,3.0,0.0,0.0,0.0,99.4,12.0,1,1
0.055,20455.0,2.0,0.0,0.0,0.0,99.23,8.0,1,1
0.498,14970.0,2.0,0.0,0.0,0.0,99.05,13.0,2,0
1.0,14973.0,1.0,0.0,0.0,0.0,96.57,12.0,3,1
0.008,21548.0,2.0,0.0,0.0,0.0,99.42,5.0,0,1
0.168,26291.0,2.0,1.0,0.0,0.0,99.02,8.0,0,0
0.08,25565.0,1.0,0.0,0.0,0.0,99.84,7.0,0,0
0.043,25558.0,3.0,0.0,0.0,0.0,99.7,12.0,0,1
1.0,10228.0,2.0,0.0,0.0,2.0,98.93,6.0,0,1
0.0,13514.0,3.0,0.0,0.0,0.0,99.04,5.0,2,1
0.076,27748.0,2.0,0.0,0.0,0.0,99.29,13.0,0,1
0.336,13149.0,2.0,0.0,0.0,0.0,99.35,7.0,3,1
0.257,25560.0,4.0,0.0,0.0,0.0,98.04,22.0,0,1
0.004,21549.0,2.0,1.0,0.0,0.0,99.89,23.0,0,0
0.048,14973.0,6.0,0.0,0.0,0.0,98.51,23.0,2,0
0.133,18987.0,3.0,0.0,0.0,0.0,99.62,10.0,0,1
0.07200000000000001,12419.0,1.0,0.0,0.0,0.0,99.84,4.0,0,0
0.0,26650.0,1.0,0.0,0.0,0.0,99.17,6.0,1,1
0.145,25565.0,4.0,1.0,0.0,0.0,98.91,15.0,0,1
0.0,12786.0,2.0,0.0,0.0,0.0,99.88,6.0,0,1
0.139,28479.0,3.0,0.0,0.0,0.0,98.69,8.0,0,1
0.0,21541.0,1.0,0.0,0.0,0.0,98.73,8.0,2,1
0.085,20810.0,2.0,0.0,0.0,0.0,99.4,12.0,1,1
0.086,13519.0,6.0,0.0,0.0,0.0,99.66,6.0,0,1
0.006999999999999999,17163.0,4.0,0.0,0.0,0.0,99.5,17.0,3,0
0.040999999999999995,23734.0,6.0,0.0,0.0,0.0,99.86,8.0,1,1
0.348,15707.0,2.0,0.0,0.0,0.0,99.17,13.0,1,1
0.005,22640.0,4.0,0.0,0.0,0.0,99.71,12.0,0,0
0.094,21180.0,3.0,2.0,0.0,0.0,99.26,18.0,0,1
0.292,10229.0,1.0,0.0,0.0,0.0,99.52,7.0,0,0
0.45399999999999996,25556.0,1.0,1.0,0.0,0.0,98.58,10.0,0,0
0.011000000000000001,10965.0,1.0,0.0,0.0,0.0,99.68,10.0,0,1
0.138,19355.0,6.0,0.0,0.0,0.0,99.56,10.0,1,0
0.878,18629.0,2.0,0.0,0.0,0.0,99.35,7.0,0,1
0.855,12780.0,1.0,0.0,1.0,0.0,99.86,8.0,0,1
0.092,9499.0,2.0,0.0,0.0,0.0,99.81,5.0,0,1
0.129,15344.0,2.0,0.0,0.0,0.0,99.62,6.0,2,1
0.149,14976.0,2.0,1.0,0.0,0.0,96.73,27.0,0,1
0.05,8769.0,1.0,0.0,0.0,0.0,99.86,10.0,0,0
0.22699999999999998,13518.0,2.0,0.0,0.0,0.0,99.24,12.0,2,1
0.289,14250.0,4.0,0.0,0.0,0.0,99.79,6.0,0,1
0.0,23375.0,2.0,0.0,0.0,0.0,99.02,14.0,0,1
0.002,20445.0,2.0,0.0,0.0,0.0,98.37,9.0,0,1
0.006999999999999999,10226.0,2.0,0.0,0.0,0.0,98.7,5.0,0,0
0.012,30671.0,1.0,0.0,0.0,0.0,97.64,6.0,0,1
0.027999999999999997,15702.0,3.0,0.0,0.0,0.0,99.4,11.0,2,0
1.0,10227.0,1.0,0.0,0.0,1.0,99.51,3.0,0,1
0.012,18995.0,1.0,0.0,0.0,0.0,99.87,19.0,0,1
1.0,18263.0,3.0,3.0,0.0,0.0,98.35,10.0,2,0
0.281,11695.0,2.0,0.0,0.0,0.0,99.45,7.0,1,1
0.165,22639.0,5.0,0.0,0.0,0.0,99.26,10.0,1,1
0.812,16438.0,2.0,2.0,0.0,0.0,98.67,12.0,1,1
0.243,19719.0,1.0,0.0,0.0,0.0,99.03,8.0,2,1
0.131,20816.0,4.0,0.0,0.0,0.0,99.27,11.0,1,1
0.21100000000000002,21910.0,2.0,0.0,0.0,0.0,99.82,6.0,0,1
0.01,33593.0,1.0,0.0,0.0,0.0,99.89,5.0,0,0
0.023,27021.0,1.0,0.0,0.0,0.0,98.94,6.0,0,1
0.521,13512.0,3.0,0.0,0.0,0.0,99.54,11.0,0,1
0.06,23002.0,2.0,0.0,0.0,0.0,98.67,13.0,0,1
0.005,25920.0,2.0,0.0,0.0,0.0,99.64,8.0,0,1
0.040999999999999995,25923.0,3.0,0.0,0.0,0.0,99.23,17.0,2,1
0.41,24099.0,2.0,0.0,0.0,0.0,98.71,14.0,0,0
0.05,22644.0,3.0,0.0,0.0,0.0,99.55,18.0,0,1
0.0,22278.0,2.0,0.0,0.0,0.0,99.19999999999999,23.0,0,0
0.512,16074.0,2.0,1.0,0.0,0.0,98.95,16.0,1,1
0.335,23732.0,4.0,1.0,0.0,0.0,99.33,9.0,0,1
0.987,14243.0,2.0,2.0,0.0,0.0,99.59,7.0,0,1
0.012,24102.0,2.0,0.0,0.0,0.0,99.87,30.0,0,1
0.061,16440.0,2.0,0.0,0.0,0.0,99.47,9.0,3,0
0.011000000000000001,28120.0,2.0,0.0,0.0,0.0,99.04,17.0,0,0
0.26899999999999996,18992.0,3.0,0.0,0.0,0.0,98.99,12.0,0,1
0.247,21549.0,6.0,0.0,0.0,0.0,99.68,16.0,3,1
0.0,24096.0,4.0,0.0,0.0,0.0,99.78,10.0,0,1
0.111,11692.0,1.0,0.0,0.0,0.0,98.5,11.0,0,0
0.16699999999999998,16075.0,4.0,0.0,0.0,0.0,99.05,18.0,1,1
0.14800000000000002,23009.0,2.0,1.0,0.0,0.0,99.72,20.0,0,1
0.48,14613.0,2.0,0.0,0.0,1.0,98.75,8.0,2,0
0.003,20810.0,2.0,1.0,0.0,0.0,98.0,17.0,0,0
0.061,16074.0,2.0,0.0,0.0,0.0,99.63,9.0,2,0
0.076,13513.0,1.0,0.0,0.0,0.0,99.3,9.0,0,1
0.09300000000000001,20089.0,4.0,0.0,0.0,0.0,99.89,14.0,0,0
0.121,19350.0,3.0,0.0,0.0,0.0,98.91,9.0,3,1
0.156,19352.0,1.0,0.0,0.0,0.0,97.7,16.0,1,0
0.375,18990.0,3.0,1.0,0.0,0.0,98.69,18.0,1,1
0.069,23004.0,2.0,0.0,0.0,0.0,99.26,8.0,0,1
1.0,8773.0,1.0,1.0,0.0,0.0,99.24,3.0,0,1
0.057999999999999996,20445.0,4.0,0.0,0.0,0.0,99.46,8.0,1,1
0.812,21906.0,2.0,1.0,0.0,0.0,98.66,10.0,0,1
0.127,17529.0,3.0,0.0,0.0,0.0,99.23,7.0,0,0
0.21600000000000003,23370.0,4.0,0.0,0.0,0.0,98.93,14.0,0,1
0.445,17532.0,1.0,0.0,1.0,0.0,99.23,5.0,0,1
0.025,17891.0,1.0,1.0,0.0,0.0,98.47,17.0,1,0
0.574,16070.0,3.0,0.0,0.0,0.0,99.16,8.0,2,1
0.948,16804.0,3.0,0.0,0.0,0.0,98.87,10.0,0,1
0.047,23371.0,2.0,0.0,0.0,0.0,99.43,13.0,0,1
0.136,22270.0,1.0,0.0,0.0,0.0,97.86,12.0,0,1
0.465,18990.0,3.0,0.0,0.0,0.0,98.8,15.0,1,0
0.529,14244.0,2.0,0.0,0.0,0.0,97.99,15.0,1,1
0.163,20080.0,1.0,0.0,0.0,0.0,94.54,12.0,2,0
0.08900000000000001,25191.0,2.0,0.0,0.0,0.0,97.24,16.0,0,0
0.3,21181.0,5.0,0.0,0.0,0.0,99.2,13.0,3,1
0.2,26291.0,6.0,0.0,0.0,0.0,99.4,13.0,0,1
0.0,14605.0,1.0,0.0,0.0,0.0,99.46,4.0,0,1
0.076,17525.0,2.0,0.0,0.0,0.0,99.36,5.0,0,0
0.8640000000000001,17534.0,1.0,0.0,0.0,0.0,98.49,14.0,0,1
0.435,16073.0,4.0,0.0,0.0,0.0,99.18,10.0,0,0
0.126,22272.0,1.0,0.0,0.0,0.0,97.93,16.0,0,1
1.0,23002.0,1.0,1.0,0.0,0.0,99.58,6.0,0,1
0.002,31405.0,1.0,2.0,0.0,0.0,99.55,10.0,0,1
0.946,12780.0,1.0,0.0,0.0,0.0,96.79,19.0,0,0
0.5920000000000001,20810.0,3.0,0.0,0.0,0.0,98.79,7.0,0,1
0.055999999999999994,12783.0,2.0,0.0,0.0,0.0,99.71,15.0,2,0
0.0,12786.0,2.0,0.0,0.0,0.0,98.49,9.0,2,0
0.455,14974.0,2.0,0.0,0.0,0.0,99.38,5.0,1,0
0.011000000000000001,28117.0,3.0,0.0,0.0,0.0,99.29,8.0,0,1
0.309,21906.0,3.0,0.0,0.0,0.0,99.63,11.0,1,1
0.012,23370.0,4.0,0.0,0.0,0.0,99.31,8.0,0,1
0.511,13513.0,2.0,0.0,0.0,0.0,98.49,14.0,2,1
1.0,14241.0,2.0,0.0,1.0,0.0,99.73,5.0,1,0
0.9740000000000001,18259.0,3.0,1.0,8.0,0.0,99.11,7.0,4,0
0.036000000000000004,10590.0,3.0,0.0,0.0,0.0,99.76,8.0,2,1
0.0,18257.0,3.0,0.0,0.0,0.0,96.26,14.0,0,1
0.525,12781.0,4.0,0.0,0.0,0.0,98.66,16.0,1,0
0.8909999999999999,24826.0,1.0,0.0,0.0,0.0,95.49,17.0,0,1
0.535,23003.0,6.0,0.0,0.0,0.0,99.36,13.0,0,1
0.8390000000000001,22275.0,3.0,2.0,0.0,1.0,98.29,12.0,1,1
0.7040000000000001,14606.0,1.0,0.0,0.0,0.0,99.82,5.0,0,1
0.10400000000000001,25920.0,1.0,0.0,0.0,0.0,99.81,16.0,0,1
0.05,21914.0,2.0,0.0,0.0,0.0,99.27,10.0,1,0
0.259,16434.0,6.0,3.0,0.0,0.0,99.13,15.0,2,1
0.596,12059.0,2.0,0.0,0.0,0.0,99.63,5.0,0,0
0.852,24831.0,5.0,0.0,0.0,0.0,99.58,10.0,0,1
0.006,25200.0,2.0,0.0,0.0,0.0,99.41,7.0,0,0
0.504,12052.0,3.0,0.0,0.0,0.0,98.78,12.0,2,0
0.818,11686.0,1.0,0.0,0.0,0.0,95.86,12.0,1,1
1.0,10596.0,1.0,1.0,0.0,1.0,99.68,3.0,1,1
0.0,17166.0,4.0,0.0,0.0,0.0,99.28,10.0,0,0
0.053,16070.0,1.0,0.0,0.0,0.0,98.48,14.0,2,0
0.672,20085.0,6.0,0.0,0.0,0.0,99.46,15.0,3,1
0.24100000000000002,15703.0,4.0,0.0,0.0,0.0,99.31,9.0,0,1
0.019,21548.0,3.0,0.0,0.0,0.0,98.94,9.0,2,0
0.0,8044.0,1.0,0.0,0.0,0.0,99.275,3.0,0,1
0.374,24461.0,4.0,0.0,0.0,0.0,99.59,16.0,0,1
0.183,17897.0,2.0,0.0,0.0,0.0,97.95,22.0,1,1
0.28300000000000003,23002.0,2.0,0.0,0.0,0.0,98.99,13.0,0,0
0.16699999999999998,23732.0,3.0,0.0,0.0,0.0,99.15,8.0,0,1
0.012,9140.0,1.0,0.0,0.0,0.0,98.80000000000001,3.0,0,0
0.08900000000000001,20451.0,2.0,0.0,0.0,0.0,99.17,15.0,0,0
0.5529999999999999,10955.0,3.0,0.0,0.0,0.0,99.16,11.0,1,1
0.71,14978.0,2.0,0.0,0.0,0.0,98.8,11.0,2,0
0.511,12785.0,6.0,3.0,0.0,0.0,99.77,10.0,0,1
0.048,27018.0,1.0,0.0,0.0,0.0,99.89,4.0,1,1
0.396,15342.0,3.0,0.0,0.0,0.0,98.66,11.0,0,1
0.057,17527.0,4.0,1.0,2.0,0.0,99.53,10.0,0,0
0.08,20087.0,3.0,0.0,0.0,0.0,99.56,12.0,1,1
0.428,16072.0,5.0,0.0,0.0,0.0,99.08,10.0,2,1
0.055999999999999994,22637.0,2.0,0.0,0.0,0.0,99.87,8.0,0,0
0.06,28477.0,1.0,0.0,0.0,0.0,99.07,5.0,0,1
0.447,22276.0,5.0,0.0,0.0,0.0,99.31,11.0,2,0
0.07200000000000001,17170.0,2.0,0.0,0.0,0.0,99.18,11.0,4,1
0.5589999999999999,14610.0,2.0,0.0,0.0,0.0,99.26,12.0,3,0
0.019,26658.0,2.0,0.0,0.0,0.0,99.89,8.0,0,1
0.34299999999999997,16801.0,2.0,0.0,0.0,0.0,99.25,11.0,1,1
0.174,15710.0,3.0,0.0,0.0,0.0,98.68,9.0,2,0
0.243,17899.0,2.0,0.0,0.0,0.0,99.28,23.0,0,0
0.0,32865.0,2.0,0.0,0.0,0.0,99.67,10.0,1,1
0.52,19716.0,2.0,0.0,0.0,0.0,99.66,10.0,0,1
0.977,22274.0,3.0,2.0,0.0,0.0,99.24,6.0,0,1
0.035,16801.0,4.0,0.0,0.0,0.0,99.62,11.0,1,0
0.048,23003.0,3.0,0.0,0.0,0.0,99.0,8.0,0,1
0.7609999999999999,17890.0,3.0,0.0,0.0,0.0,98.66,10.0,2,1
0.07,30675.0,1.0,0.0,0.0,0.0,99.86,3.0,0,0
0.14,23735.0,2.0,1.0,0.0,0.0,99.3,8.0,0,0
0.5920000000000001,12783.0,2.0,0.0,0.0,0.0,98.59,9.0,3,1
0.855,8403.0,1.0,1.0,0.0,1.0,99.56,6.0,0,0
1.0,14242.0,1.0,0.0,0.0,1.0,99.53,3.0,3,0
0.013999999999999999,18630.0,1.0,0.0,0.0,0.0,99.88,8.0,1,1
0.04,25556.0,2.0,0.0,0.0,0.0,99.89,5.0,0,1
0.037000000000000005,17168.0,2.0,0.0,0.0,0.0,99.25,27.0,1,0
0.25,20811.0,4.0,0.0,0.0,0.0,98.81,15.0,0,1
1.0,12050.0,1.0,1.0,2.0,0.0,99.52,5.0,1,0
1.0,15701.0,1.0,0.0,0.0,0.0,99.54,3.0,4,1
0.998,20083.0,6.0,0.0,0.0,0.0,98.47,12.0,0,0
0.9,22272.0,2.0,0.0,1.0,0.0,99.78,6.0,0,0
0.221,12421.0,2.0,0.0,0.0,0.0,99.16,14.0,0,0
0.063,29578.0,2.0,0.0,0.0,0.0,99.88,5.0,0,1
0.655,16805.0,2.0,1.0,1.0,0.0,99.89,4.0,2,1
0.872,18261.0,3.0,0.0,2.0,0.0,99.74,5.0,1,0
0.0,20817.0,2.0,0.0,0.0,0.0,98.49,15.0,0,0
0.0,29578.0,2.0,0.0,0.0,0.0,99.76,15.0,0,0
0.204,21912.0,3.0,0.0,0.0,0.0,98.97,21.0,2,1
0.643,17897.0,6.0,0.0,0.0,0.0,98.71,10.0,2,0
0.45799999999999996,19719.0,3.0,0.0,0.0,0.0,98.49,24.0,2,1
0.022000000000000002,27753.0,1.0,0.0,0.0,0.0,99.53,12.0,0,0
0.04,26655.0,2.0,0.0,0.0,0.0,99.48,9.0,0,1
0.22399999999999998,15336.0,2.0,0.0,0.0,0.0,98.95,8.0,1,1
0.013999999999999999,23732.0,1.0,0.0,0.0,0.0,99.88,10.0,0,1
0.568,20450.0,2.0,0.0,0.0,0.0,99.14,11.0,0,1
0.297,15709.0,1.0,5.0,3.0,0.0,98.84,9.0,1,1
0.13,17525.0,2.0,0.0,0.0,0.0,99.88,9.0,0,0
0.39,21548.0,3.0,3.0,0.0,0.0,99.77,9.0,3,1
0.249,13884.0,3.0,0.0,0.0,0.0,99.59,11.0,0,1
0.865,21546.0,1.0,0.0,0.0,0.0,96.31,14.0,0,0
0.237,17896.0,3.0,0.0,0.0,0.0,99.24,9.0,1,0
0.15,10597.0,2.0,0.0,0.0,0.0,99.73,9.0,3,1
0.951,19351.0,2.0,0.0,1.0,0.0,99.14,9.0,3,0
0.7859999999999999,14974.0,5.0,0.0,0.0,0.0,99.12,6.0,1,0
0.679,15701.0,1.0,0.0,0.0,0.0,99.15,8.0,0,1
0.475,18255.0,2.0,1.0,0.0,1.0,96.41,18.0,0,1
0.006999999999999999,21184.0,1.0,0.0,0.0,0.0,99.73,10.0,0,1
0.0,17535.0,2.0,0.0,0.0,0.0,99.09,12.0,3,1
0.033,28847.0,2.0,1.0,0.0,0.0,99.16,12.0,0,1
0.0,21915.0,4.0,0.0,0.0,0.0,99.01,5.0,0,0
0.001,14240.0,3.0,1.0,0.0,0.0,99.05,11.0,1,1
0.081,17166.0,1.0,0.0,0.0,0.0,98.6,8.0,1,1
1.0,10964.0,1.0,0.0,1.0,0.0,99.3,3.0,1,0
1.0,19360.0,2.0,1.0,0.0,0.0,99.49,7.0,0,1
1.0,18255.0,2.0,1.0,0.0,1.0,98.73,5.0,0,1
0.075,14249.0,3.0,0.0,0.0,0.0,99.67,6.0,1,1
0.622,13884.0,5.0,0.0,0.0,1.0,99.79,6.0,2,0
0.612,12422.0,2.0,0.0,0.0,0.0,97.78,9.0,0,0
0.068,17167.0,2.0,1.0,0.0,0.0,98.9,10.0,3,1
0.107,11320.0,3.0,0.0,0.0,0.0,99.27,11.0,1,0
0.052000000000000005,29570.0,1.0,0.0,0.0,0.0,99.66,6.0,0,0
0.011000000000000001,21907.0,5.0,0.0,0.0,0.0,99.35,20.0,1,0
0.188,21181.0,1.0,0.0,0.0,1.0,98.82,7.0,0,1
0.099,15700.0,3.0,0.0,0.0,0.0,98.61,11.0,2,0
1.0,23005.0,1.0,0.0,0.0,0.0,99.14,6.0,0,0
0.441,8042.0,1.0,0.0,0.0,0.0,99.71,6.0,0,0
0.059000000000000004,21906.0,2.0,0.0,0.0,0.0,98.65,21.0,0,1
0.309,12785.0,1.0,2.0,0.0,0.0,98.62,12.0,2,1
0.251,16068.0,3.0,0.0,0.0,1.0,99.51,7.0,1,1
